lettr,lettr-num,x-box,y-box,width,high,onpix,x-bar,y-bar,x2bar,y2bar,xybar,x2ybr,xy2br,x-ege,xegvy,y-ege,yegvx
B,2,2,1,3,2,2,8,7,5,5,7,6,5,2,8,6,9
C,3,4,7,6,5,3,7,7,8,6,6,6,10,3,8,4,9
V,22,3,3,4,2,1,4,12,3,3,9,11,7,2,10,0,8
E,5,4,7,5,5,4,6,8,7,9,6,4,10,2,8,6,8
R,18,3,8,5,6,4,8,7,5,7,7,6,6,3,8,5,8
V,22,3,5,5,3,2,4,12,3,3,9,11,7,2,11,1,8
V,22,5,9,5,7,3,3,11,2,3,10,11,8,2,11,1,8
N,14,5,10,7,8,6,6,8,8,6,8,6,7,3,7,3,8
P,16,4,8,6,11,10,9,6,6,2,7,6,7,7,9,8,11
P,16,7,11,9,8,5,6,12,3,6,14,6,2,0,10,3,9
H,8,5,6,7,4,4,8,8,3,6,10,5,7,3,8,3,8
F,6,3,7,4,5,3,5,10,4,5,10,10,6,2,10,3,6
A,1,5,11,9,8,7,8,4,1,4,6,2,6,5,8,6,6
U,21,3,7,3,5,2,7,5,14,5,7,12,8,3,9,0,8
Z,26,2,2,3,4,2,8,7,5,9,6,6,8,1,8,7,8
W,23,4,2,6,3,3,9,11,3,2,5,9,8,8,11,2,8
Z,26,4,9,5,7,4,7,7,3,12,9,6,8,0,8,8,8
S,19,5,11,7,8,9,6,5,3,2,6,5,6,5,8,15,3
B,2,5,6,6,8,5,6,6,9,8,6,7,7,3,8,10,10
F,6,4,9,4,4,3,7,9,2,4,11,6,5,3,10,6,6
B,2,5,9,7,7,5,9,7,4,6,10,5,6,2,8,6,10
E,5,4,7,6,5,5,10,6,1,7,11,4,8,3,8,5,11
C,3,5,10,6,8,2,5,7,7,11,7,6,14,1,8,4,9
K,11,2,4,4,3,2,6,7,2,6,10,7,10,3,8,2,8
I,9,1,4,2,2,1,7,7,1,7,13,6,8,0,8,1,8
Z,26,8,12,8,7,5,8,6,2,9,12,6,9,3,7,7,7
J,10,1,1,2,2,1,11,6,2,5,11,4,8,0,7,1,7
P,16,6,11,5,6,3,5,11,5,3,13,6,4,4,10,4,8
P,16,9,11,7,6,4,6,10,6,3,11,5,5,5,9,4,8
C,3,2,4,3,2,1,6,8,7,8,8,8,13,1,9,4,10
S,19,7,11,9,8,5,7,8,4,9,11,5,7,2,7,5,8
R,18,2,3,3,2,2,9,6,4,5,9,4,7,2,7,4,10
Z,26,4,8,5,6,4,8,6,2,9,11,5,9,2,8,6,9
N,14,6,7,8,5,3,5,9,3,5,11,9,9,6,8,1,8
B,2,3,7,4,5,4,6,6,8,6,6,7,7,2,9,7,9
G,7,4,4,5,6,3,7,6,8,7,6,6,7,2,8,6,11
K,11,6,10,8,8,8,6,7,4,7,6,6,10,3,8,6,10
A,1,4,9,6,7,4,12,2,3,3,10,2,9,2,6,4,8
U,21,3,3,3,5,1,8,5,13,5,6,13,8,3,9,0,8
E,5,3,7,4,5,4,7,7,5,8,6,5,10,2,8,5,9
X,24,2,7,4,5,4,7,6,2,6,7,5,8,3,7,5,9
K,11,3,6,4,4,1,3,6,7,3,7,7,11,3,8,2,10
X,24,4,9,6,6,4,7,7,3,8,5,6,7,3,9,7,6
T,20,3,4,4,3,1,5,11,2,7,11,9,4,1,10,2,5
N,14,5,8,7,6,7,6,8,3,4,8,7,9,6,9,5,5
V,22,6,11,6,8,4,3,11,3,4,9,11,8,3,11,1,7
U,21,3,5,4,3,2,7,9,6,7,7,9,9,3,9,1,8
U,21,4,11,6,8,4,8,8,6,7,4,8,9,6,10,1,8
Z,26,3,5,5,7,4,9,5,4,4,7,3,6,2,8,7,6
S,19,5,10,6,7,3,9,6,5,8,11,3,7,2,8,5,11
V,22,4,6,4,4,2,1,11,5,3,12,12,8,2,10,1,7
N,14,3,6,4,4,3,8,8,6,5,6,6,5,5,9,2,5
I,9,1,3,1,1,0,8,7,1,7,13,6,8,0,8,0,8
G,7,4,9,4,6,3,6,7,6,5,10,8,10,2,9,4,9
V,22,2,3,4,5,1,7,8,4,2,7,13,8,3,10,0,8
Z,26,10,10,7,14,6,7,8,4,2,11,7,7,3,8,13,5
B,2,4,10,4,8,4,6,7,9,6,7,6,7,2,8,9,10
Z,26,3,5,4,4,3,7,7,5,9,6,6,8,1,8,7,8
C,3,2,1,2,2,1,6,7,6,9,7,6,14,0,8,4,9
H,8,5,10,6,7,3,7,6,15,1,7,8,8,3,8,0,8
C,3,3,8,4,6,2,5,8,7,7,8,8,14,2,10,4,10
X,24,3,8,4,5,1,7,7,4,4,7,6,8,3,8,4,8
F,6,1,0,2,1,0,3,12,5,2,11,8,6,0,8,2,7
X,24,4,5,7,4,3,5,8,2,9,11,10,9,3,7,4,5
L,12,5,8,6,6,5,6,6,6,6,6,5,8,5,8,4,9
I,9,3,8,4,6,2,6,9,0,7,13,7,7,0,8,1,7
S,19,3,5,4,3,3,8,8,7,5,7,6,8,2,8,9,8
E,5,5,4,5,6,3,3,7,6,11,7,6,15,0,8,7,7
W,23,3,8,5,6,9,7,7,6,1,7,6,8,8,12,2,11
R,18,2,1,2,2,2,6,7,4,4,6,5,6,2,7,3,8
L,12,4,7,5,5,2,8,3,2,8,9,2,9,1,6,3,9
Y,25,6,9,8,7,7,9,3,7,5,7,9,7,3,8,8,3
X,24,3,9,4,7,3,7,7,4,4,7,6,8,3,8,4,8
U,21,9,14,8,8,5,6,5,5,5,6,8,9,6,8,4,9
O,15,7,14,5,8,4,5,8,7,4,10,8,9,5,10,5,8
X,24,4,10,7,8,4,10,6,2,8,10,1,7,3,8,4,9
A,1,3,10,5,7,2,7,5,3,1,6,0,8,3,7,2,7
A,1,4,10,7,8,5,7,3,1,2,5,2,8,4,5,4,6
N,14,3,9,4,7,4,7,7,12,1,6,6,8,5,8,0,7
P,16,7,9,9,7,5,8,11,7,4,11,4,3,2,10,4,8
E,5,4,9,6,7,5,6,8,3,7,11,8,8,3,8,5,6
K,11,3,6,5,4,3,5,6,6,7,7,7,12,3,8,5,11
Q,17,4,7,5,6,2,8,8,8,6,5,8,9,3,8,5,10
G,7,7,10,6,5,4,8,4,4,3,8,6,10,4,9,6,7
K,11,6,10,8,8,5,5,8,2,7,10,8,11,3,8,3,7
B,2,4,8,6,6,5,10,6,2,6,10,3,7,4,8,5,11
H,8,7,9,10,7,7,6,8,3,7,10,9,9,8,9,6,6
D,4,3,8,5,6,3,11,6,3,7,11,3,6,3,8,3,9
A,1,2,7,4,5,3,11,3,2,2,9,2,9,1,6,2,8
T,20,2,3,3,2,2,8,11,3,6,6,10,8,2,11,1,8
I,9,1,6,2,4,1,7,7,1,8,7,6,8,0,8,3,8
B,2,3,5,4,4,3,8,7,6,6,6,6,5,2,8,7,8
O,15,6,11,7,8,5,7,7,8,5,10,6,8,3,8,3,8
Z,26,4,9,5,7,5,8,8,3,8,7,7,7,1,8,11,7
Q,17,3,3,4,4,3,7,8,5,3,8,8,10,3,9,5,8
K,11,9,15,9,8,6,2,9,3,6,9,9,12,4,7,3,6
N,14,6,10,9,7,5,10,7,3,5,10,3,5,6,9,1,7
X,24,3,4,5,3,2,7,7,4,9,6,6,8,2,8,6,8
U,21,8,14,7,8,5,7,6,5,5,6,7,8,5,7,3,7
T,20,6,11,6,8,5,4,12,3,6,12,10,5,2,12,2,4
X,24,3,6,4,4,1,7,7,4,4,7,6,8,3,8,4,8
D,4,4,6,6,4,4,9,7,3,6,11,4,6,3,8,3,8
P,16,6,9,8,7,4,7,10,5,4,12,5,3,1,10,3,9
N,14,4,5,6,4,3,7,8,2,5,10,6,6,5,9,1,7
K,11,8,14,8,8,4,7,7,3,6,9,9,9,6,11,4,7
W,23,8,8,11,7,12,7,7,5,5,6,5,8,10,9,9,8
Z,26,2,5,4,3,2,8,7,2,9,11,6,8,1,7,6,7
H,8,3,5,5,4,3,7,8,5,7,7,6,8,6,8,3,8
G,7,2,3,3,2,1,7,7,6,6,7,5,10,2,9,4,9
K,11,4,9,4,6,2,3,8,7,2,7,5,11,3,8,3,10
W,23,4,9,7,7,5,9,10,2,3,6,9,8,7,11,1,8
U,21,2,1,2,1,1,7,8,6,5,7,9,9,3,10,0,8
E,5,5,9,5,7,3,3,7,6,11,7,6,14,0,8,8,7
T,20,3,3,3,2,1,5,11,2,6,11,9,5,1,10,2,5
Z,26,1,3,3,2,1,8,7,1,9,11,6,8,1,8,5,7
R,18,4,10,5,7,3,5,11,9,4,7,3,9,3,7,6,11
S,19,7,10,9,8,5,7,8,4,9,11,5,6,2,6,5,8
L,12,5,11,7,8,4,6,4,0,9,8,2,11,0,7,2,8
X,24,5,8,7,6,5,8,6,3,5,6,7,8,2,9,8,9
C,3,6,11,7,8,5,5,7,7,9,8,6,13,2,11,5,8
M,13,5,9,8,7,11,8,6,3,2,8,4,8,13,6,3,7
Z,26,4,8,5,6,5,9,6,5,9,7,5,7,1,7,7,8
J,10,5,7,7,9,6,9,8,5,5,6,5,8,3,8,9,7
A,1,3,6,5,5,4,9,7,4,5,6,8,5,4,10,4,5
F,6,5,11,7,8,7,5,9,4,6,10,10,6,2,9,3,6
X,24,3,5,4,4,3,8,7,3,9,6,6,8,2,8,6,8
C,3,4,9,5,7,4,5,7,8,7,10,8,13,2,11,4,10
E,5,9,14,7,8,5,7,9,5,5,10,6,10,3,8,7,10
H,8,3,6,5,4,4,5,9,3,6,10,8,8,3,8,3,6
S,19,4,6,5,4,3,8,7,3,7,10,6,8,2,9,4,8
I,9,1,4,1,3,1,7,7,1,7,7,6,8,0,8,2,8
X,24,5,11,6,6,3,4,9,3,7,11,10,9,4,10,3,5
O,15,7,15,5,8,4,6,7,7,4,9,7,9,5,10,5,8
Q,17,5,10,7,8,4,8,9,8,7,5,9,9,3,7,6,10
F,6,2,3,4,2,1,6,11,3,5,13,7,4,1,9,1,7
S,19,3,4,3,2,2,8,8,6,5,7,6,7,2,8,9,8
E,5,7,11,10,8,6,9,7,2,9,12,4,8,5,7,7,10
W,23,4,6,6,4,5,8,7,6,3,6,8,8,6,8,3,7
Y,25,4,11,7,8,1,9,10,3,2,6,13,8,2,11,0,8
O,15,7,11,8,8,6,8,6,8,6,10,4,8,4,9,5,6
W,23,4,3,6,4,2,11,8,5,1,6,9,8,8,10,0,8
Z,26,6,7,5,10,4,8,5,5,5,11,6,7,3,9,9,8
N,14,2,3,4,1,1,5,9,3,4,11,8,8,5,8,0,7
V,22,4,8,4,6,3,4,11,2,2,9,10,8,3,12,1,8
N,14,9,13,8,7,4,5,9,4,6,3,4,11,6,10,2,7
P,16,9,10,7,5,3,7,9,7,5,14,4,4,4,10,4,8
K,11,1,0,1,0,0,4,6,6,2,7,6,11,3,7,2,10
F,6,5,10,8,8,5,6,10,3,6,13,7,5,2,9,3,7
R,18,5,9,5,4,3,8,8,3,5,9,2,6,5,6,5,7
D,4,4,7,6,5,4,9,7,4,6,10,5,5,3,8,3,8
Z,26,3,3,4,4,3,7,7,5,10,6,6,8,2,8,7,8
E,5,4,9,6,7,7,7,8,3,6,5,7,10,5,11,7,8
V,22,3,11,5,8,4,8,11,2,3,5,10,8,3,12,1,8
I,9,5,7,6,8,6,8,10,4,5,6,7,9,3,6,8,6
L,12,3,3,4,5,1,0,0,6,6,0,1,5,0,8,0,8
G,7,2,1,3,2,2,7,7,5,4,7,6,9,3,6,4,9
G,7,4,5,5,8,2,7,6,8,9,6,5,11,1,8,6,11
F,6,3,6,5,4,4,7,10,1,4,9,6,6,4,9,2,5
U,21,5,5,6,7,2,7,4,14,6,7,15,8,3,9,0,8
D,4,5,8,5,6,4,6,7,9,8,7,7,6,2,8,3,8
W,23,8,9,8,4,3,7,10,3,2,7,10,7,9,12,1,6
D,4,5,5,6,8,3,5,7,10,9,7,6,5,3,8,4,8
I,9,2,2,1,3,1,7,7,1,8,7,6,8,0,8,3,8
L,12,2,2,3,3,1,4,4,4,7,2,1,6,0,7,1,6
T,20,5,8,7,7,7,6,7,3,8,7,6,9,4,6,9,4
M,13,8,11,10,8,13,7,7,7,4,7,5,8,7,11,9,8
D,4,4,11,4,8,3,5,7,11,8,7,6,5,3,8,4,8
F,6,6,9,8,7,4,5,11,1,6,13,7,4,1,10,2,7
D,4,2,4,4,3,2,8,7,4,6,10,5,6,2,8,2,8
Z,26,2,4,4,3,2,7,8,2,9,12,6,8,1,8,5,7
F,6,3,4,5,3,2,5,11,3,5,13,7,5,1,9,1,7
H,8,4,9,6,6,5,7,6,7,7,7,7,9,3,8,3,9
Q,17,3,5,4,6,2,8,8,7,5,5,8,9,3,8,5,9
X,24,2,2,4,3,2,8,7,3,9,6,6,8,2,8,6,8
A,1,4,8,6,7,6,7,8,2,4,7,8,8,5,8,5,6
G,7,4,6,6,4,5,7,7,5,3,6,6,10,4,8,7,8
V,22,9,13,7,7,4,7,8,7,4,8,9,6,7,13,3,9
Y,25,7,8,5,12,4,10,10,1,4,7,10,5,3,9,5,10
M,13,4,7,5,5,5,8,6,6,4,7,7,8,8,5,2,7
G,7,3,9,5,6,4,6,6,6,6,7,5,12,2,9,4,9
V,22,1,0,2,1,0,7,9,3,2,7,12,8,2,10,0,8
A,1,2,1,4,2,1,8,2,2,2,8,1,8,2,6,2,7
A,1,3,5,5,4,2,11,2,2,2,9,2,9,2,6,2,8
O,15,4,9,6,6,4,7,6,8,5,7,4,8,3,8,3,8
I,9,1,5,0,7,0,7,7,4,4,7,6,8,0,8,0,8
M,13,4,4,5,3,3,7,6,6,5,6,7,7,8,6,3,7
W,23,4,7,6,5,5,7,9,6,4,8,8,7,6,8,3,8
W,23,5,7,7,5,3,6,8,5,1,7,8,8,8,9,0,8
X,24,3,9,4,6,1,7,7,4,4,7,6,8,3,8,4,8
L,12,4,10,6,8,3,5,4,1,9,7,2,11,0,7,3,7
U,21,6,9,8,8,8,7,6,4,5,6,6,8,7,9,2,8
I,9,2,9,3,7,2,9,7,0,7,13,5,8,0,8,1,8
I,9,1,3,1,2,0,7,7,1,8,7,6,8,0,8,3,8
Q,17,3,8,4,7,2,8,7,8,5,6,7,8,3,8,5,9
U,21,4,4,5,3,2,4,7,5,8,10,8,9,4,11,3,4
G,7,3,6,4,4,4,7,8,5,3,6,6,9,3,7,6,8
L,12,4,9,5,8,5,7,6,5,5,7,7,8,3,9,8,11
A,1,2,7,3,5,2,12,3,2,2,10,2,9,2,6,2,8
I,9,1,5,2,3,1,7,7,0,7,13,6,8,0,8,1,8
U,21,2,3,3,2,1,5,8,5,6,10,9,9,3,10,2,6
B,2,5,9,7,7,6,9,7,3,7,10,4,6,2,8,5,10
I,9,0,7,0,4,0,7,7,4,4,7,6,8,0,8,0,8
O,15,6,11,6,8,5,8,7,8,5,10,5,8,4,9,4,6
C,3,5,11,6,8,3,6,7,7,11,5,6,14,1,7,4,8
G,7,4,9,5,7,3,8,7,8,7,6,6,9,2,7,6,10
D,4,4,8,6,6,4,6,8,7,7,11,7,5,3,8,4,8
C,3,4,8,5,6,3,5,8,7,8,8,8,14,2,9,4,9
M,13,4,7,6,5,4,4,7,4,5,10,11,10,6,5,2,6
S,19,4,11,5,8,4,8,8,8,7,8,4,7,2,7,9,8
R,18,3,4,4,2,3,7,7,5,5,7,5,7,2,7,4,8
Q,17,5,6,7,9,10,8,9,5,2,6,7,9,9,14,10,14
B,2,7,11,10,8,7,11,6,3,8,11,3,7,3,8,5,12
O,15,1,0,2,0,0,7,7,6,4,7,6,8,2,8,3,8
U,21,5,8,5,6,4,8,6,12,4,7,12,8,3,9,0,8
I,9,3,8,4,6,2,7,7,0,7,13,6,8,0,8,1,7
M,13,8,12,9,6,5,3,8,5,6,4,2,11,8,8,2,8
K,11,5,6,7,4,3,9,7,2,7,11,3,7,3,8,3,9
C,3,1,0,1,1,0,6,7,6,7,7,6,13,0,8,4,10
W,23,2,0,3,1,1,8,8,4,0,7,8,8,6,10,0,8
A,1,3,9,5,6,3,12,2,4,2,11,2,9,3,7,3,9
J,10,2,6,3,4,2,7,7,3,5,14,6,10,1,6,0,7
E,5,7,10,5,5,2,7,8,5,7,10,6,8,1,9,7,8
H,8,5,9,8,7,8,7,7,6,6,7,6,8,3,8,3,8
S,19,2,3,3,1,1,7,9,3,7,11,7,7,1,9,4,6
T,20,4,7,5,5,4,8,10,3,6,10,8,5,2,12,3,5
P,16,12,13,9,8,4,7,9,6,4,11,4,5,5,9,5,8
T,20,2,3,3,2,1,7,12,3,5,7,10,8,2,11,1,8
F,6,3,9,4,6,1,1,14,5,3,12,10,5,0,8,2,6
O,15,2,2,3,4,2,7,7,7,4,7,6,8,2,8,3,8
N,14,5,11,5,8,5,7,7,13,1,6,6,8,6,8,1,9
Q,17,4,8,5,8,3,8,6,9,7,7,4,9,3,8,4,8
E,5,4,7,5,6,5,6,7,4,4,7,7,9,4,11,8,11
V,22,8,11,7,8,4,4,11,3,4,9,11,7,2,10,1,8
D,4,4,11,5,8,5,8,7,6,7,7,6,5,6,8,3,7
T,20,5,10,5,5,3,7,9,2,6,11,6,7,2,9,4,6
P,16,4,9,6,6,4,7,11,7,3,11,5,3,2,10,4,8
J,10,5,10,7,8,3,7,7,3,6,15,6,10,3,8,2,8
T,20,3,4,4,3,1,5,11,2,7,11,9,5,1,10,2,5
I,9,2,9,2,6,2,7,7,0,8,7,6,8,0,8,3,8
B,2,3,5,5,4,5,7,8,4,4,7,6,8,6,9,7,8
R,18,5,8,7,6,7,7,6,3,5,7,6,8,6,9,6,7
T,20,3,10,5,7,1,10,15,1,6,4,11,9,0,8,0,8
K,11,3,8,5,6,3,5,7,5,7,6,6,11,3,8,5,9
C,3,4,8,5,6,3,6,8,7,8,8,8,14,2,10,4,9
I,9,0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8
I,9,0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8
I,9,0,6,0,4,0,7,7,5,3,7,6,8,0,8,0,8
F,6,4,10,4,8,3,1,13,4,3,12,10,6,0,8,2,6
I,9,4,10,6,8,7,8,9,3,5,9,5,4,6,9,7,2
W,23,3,2,5,4,3,7,10,2,2,7,9,8,7,11,0,8
S,19,4,10,5,7,4,7,7,5,8,4,6,10,1,10,9,9
U,21,3,5,4,4,2,7,8,5,6,5,9,9,5,10,1,7
V,22,5,9,7,7,4,7,12,2,3,5,11,9,4,10,2,7
Y,25,1,1,2,1,1,7,10,1,5,7,11,8,1,11,1,8
L,12,5,10,8,8,9,7,7,3,6,6,7,11,6,12,6,6
I,9,0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8
E,5,4,9,5,7,4,4,9,3,8,10,8,10,2,8,4,6
M,13,3,4,4,3,3,7,6,6,4,6,7,8,7,5,2,8
G,7,4,9,5,7,2,8,6,8,8,6,6,12,2,8,5,10
E,5,6,9,8,7,8,8,10,6,3,6,6,9,5,7,7,9
D,4,3,6,5,4,6,9,9,4,4,7,6,6,3,8,7,5
H,8,5,10,8,8,8,7,7,5,7,7,6,8,6,8,4,8
Y,25,3,8,5,5,1,8,10,2,3,7,12,8,1,11,0,8
B,2,4,6,6,4,3,10,7,3,8,11,3,6,2,8,5,10
G,7,6,9,7,7,4,6,7,7,8,10,7,11,2,9,4,9
N,14,4,9,5,4,2,7,8,3,3,12,9,9,5,9,0,8
P,16,4,7,4,5,2,4,14,8,1,11,6,3,0,10,4,8
L,12,5,9,7,8,6,7,8,3,6,6,7,9,3,8,8,8
T,20,4,7,5,5,4,7,7,7,6,7,8,8,3,10,5,9
U,21,6,11,6,8,3,8,4,14,6,6,15,8,3,9,0,8
K,11,4,5,5,4,3,5,6,4,8,7,7,11,3,8,5,10
K,11,5,11,6,8,5,4,8,8,3,6,3,11,3,8,2,11
I,9,0,7,0,4,0,7,7,4,4,7,6,8,0,8,0,8
B,2,2,5,3,4,3,7,7,5,5,6,6,6,2,8,5,9
J,10,5,11,7,8,8,8,6,4,4,8,5,5,6,6,6,3
S,19,4,10,5,8,2,7,7,6,9,4,6,8,0,8,9,8
Q,17,3,5,4,6,4,7,8,5,2,7,8,11,2,9,5,8
L,12,4,10,5,7,3,0,2,4,6,1,0,8,0,8,0,8
K,11,6,10,6,5,4,9,6,3,6,11,2,8,5,6,4,9
Z,26,1,3,2,2,1,7,7,1,8,11,6,9,1,9,5,8
K,11,5,5,5,8,2,4,6,8,2,7,7,12,3,8,3,11
L,12,3,6,4,4,2,6,5,1,9,7,2,10,0,7,3,8
S,19,2,3,4,1,1,8,8,2,7,10,6,7,1,9,4,8
H,8,1,0,1,0,0,7,8,10,1,7,6,8,2,8,0,8
N,14,4,8,5,6,5,6,6,7,5,6,5,7,3,7,3,8
H,8,9,11,12,8,8,7,7,3,6,10,7,9,3,8,4,8
K,11,4,9,6,7,7,7,6,5,5,6,5,7,7,6,8,14
C,3,4,9,6,7,2,6,6,7,11,9,5,13,1,10,4,9
S,19,2,3,3,1,1,8,8,2,7,10,6,7,1,9,4,8
S,19,4,7,6,5,7,7,8,3,3,8,6,7,3,7,12,2
H,8,1,1,2,1,1,7,7,11,1,7,6,8,3,8,0,8
Z,26,9,10,6,14,6,6,9,5,2,12,8,7,3,8,12,5
B,2,3,7,4,5,4,8,8,6,6,7,5,6,2,8,6,9
Q,17,5,8,6,7,3,9,7,9,7,6,6,10,3,8,5,9
D,4,3,6,4,4,3,8,7,5,7,10,5,6,3,8,3,9
G,7,7,12,6,6,4,7,8,4,3,9,5,6,3,9,10,7
D,4,3,6,4,4,4,8,7,5,8,7,7,5,3,8,3,7
S,19,5,11,6,8,4,8,7,3,6,10,7,9,2,10,5,8
U,21,4,9,6,6,5,8,8,8,5,6,7,9,3,8,4,6
E,5,4,9,3,4,2,8,7,3,4,10,5,8,3,9,8,11
B,2,1,3,3,2,2,9,6,3,5,10,5,7,2,8,4,9
I,9,3,7,4,5,2,6,8,0,7,13,7,8,0,8,1,7
Z,26,2,4,3,2,2,7,7,5,9,6,6,8,2,8,7,8
C,3,3,7,4,5,2,5,8,7,8,7,8,14,1,8,4,10
H,8,6,8,9,6,5,5,8,4,7,10,10,10,5,10,4,6
O,15,3,6,4,4,2,9,9,8,7,5,8,10,3,8,4,8
Z,26,2,3,4,2,1,7,7,2,9,12,6,9,1,9,5,7
F,6,6,11,6,6,4,10,7,2,5,10,5,6,4,8,6,9
X,24,4,8,4,6,3,7,7,4,4,7,6,8,3,8,4,8
W,23,7,9,8,4,4,4,8,2,3,8,10,8,9,11,2,5
Z,26,5,7,4,11,4,7,8,4,2,12,7,7,3,9,11,5
A,1,4,9,6,8,6,10,7,4,6,6,9,5,5,11,4,4
A,1,4,11,7,8,4,12,2,3,3,10,2,9,3,7,4,9
N,14,3,5,6,4,3,6,9,2,4,10,7,7,5,8,1,8
C,3,5,5,6,8,3,5,7,7,11,7,6,12,1,8,4,9
R,18,4,7,5,5,4,8,9,6,6,8,5,8,3,7,6,11
R,18,5,5,5,8,3,6,10,10,4,7,5,8,3,8,6,11
U,21,7,11,10,8,8,8,7,8,6,6,7,9,4,9,5,6
G,7,5,4,6,6,3,8,8,8,8,6,7,8,2,7,6,11
B,2,4,8,5,6,5,10,7,3,6,10,4,6,2,8,4,10
M,13,2,3,3,2,2,8,6,6,4,7,8,8,6,5,2,8
R,18,2,4,4,3,3,8,7,4,5,8,5,7,3,7,4,11
X,24,10,13,9,7,4,6,7,2,9,9,7,9,4,6,4,6
N,14,4,7,6,5,4,8,8,6,5,7,6,5,5,9,2,6
H,8,3,2,5,3,3,8,7,6,6,7,6,7,3,8,3,7
W,23,5,9,8,6,3,4,8,5,2,7,9,8,8,9,0,8
E,5,4,9,4,6,4,3,9,5,10,7,6,14,0,8,6,8
L,12,3,7,5,5,3,4,3,8,6,1,3,3,1,6,0,6
I,9,7,13,6,8,3,10,7,2,5,11,5,6,2,10,5,11
X,24,4,6,6,4,4,7,7,2,6,7,5,8,3,6,6,8
E,5,4,6,5,4,5,7,7,3,6,7,7,11,4,9,7,8
L,12,2,5,4,3,2,6,4,1,8,8,2,10,0,7,2,8
B,2,2,1,2,2,2,7,7,4,4,6,6,6,2,8,4,10
K,11,4,7,6,6,6,10,6,2,3,9,3,8,5,6,6,13
R,18,2,4,3,3,2,10,6,3,5,10,3,7,2,7,3,10
O,15,4,11,5,8,4,7,7,9,5,7,6,8,3,8,3,8
C,3,7,10,5,6,2,5,10,5,8,11,8,9,2,8,5,8
D,4,5,8,6,6,5,8,7,6,9,7,6,5,6,8,3,7
V,22,2,7,4,5,2,9,11,3,3,3,11,9,2,10,1,8
Z,26,1,0,2,1,0,7,7,2,10,8,6,8,0,8,6,8
Q,17,4,8,5,9,5,8,7,7,4,9,6,9,3,8,6,8
L,12,7,13,7,7,5,9,3,4,3,11,6,10,4,8,7,9
L,12,5,10,7,8,3,8,3,2,8,9,2,9,1,6,3,8
O,15,4,5,6,7,3,9,6,9,8,8,4,9,3,8,4,8
N,14,6,11,8,8,5,7,8,6,6,7,7,5,7,10,3,4
U,21,1,0,2,1,0,7,5,10,4,7,12,8,3,10,0,8
D,4,6,11,6,6,4,6,8,4,7,10,6,7,5,8,6,5
A,1,2,6,4,4,2,8,3,2,2,7,1,8,2,6,2,6
L,12,4,10,6,7,4,9,3,2,7,8,2,9,3,4,4,9
Z,26,3,5,6,4,3,7,7,2,10,12,6,8,1,8,6,8
E,5,2,1,2,3,2,7,7,6,6,7,6,8,2,8,5,10
E,5,2,4,2,3,2,7,7,5,7,7,6,8,2,8,5,10
N,14,1,0,2,1,1,7,7,11,1,5,6,8,4,8,0,8
W,23,4,9,6,6,3,7,8,4,1,6,8,8,8,9,0,8
B,2,5,9,6,7,6,8,8,6,7,7,6,6,6,8,7,11
Q,17,5,9,7,11,8,9,8,8,3,5,6,10,3,9,6,10
V,22,4,9,6,7,2,8,8,5,3,6,14,8,3,9,0,8
G,7,4,8,5,6,4,8,7,8,6,6,7,9,2,7,5,10
X,24,6,9,10,7,4,8,8,1,9,10,5,7,3,8,4,8
J,10,6,9,8,10,7,7,8,4,6,7,7,7,4,8,10,10
R,18,3,2,4,4,3,7,7,5,5,6,5,6,3,7,4,8
E,5,3,6,5,4,3,5,8,3,8,11,8,9,2,8,4,7
M,13,7,13,8,7,5,9,3,2,2,9,4,9,6,2,1,9
W,23,6,9,6,5,3,2,10,2,3,10,11,9,6,11,1,6
K,11,8,11,11,8,7,5,7,2,7,10,8,11,3,8,3,7
C,3,3,6,5,4,1,6,6,6,10,7,5,13,1,9,4,9
D,4,2,5,4,3,3,9,6,3,5,10,4,6,3,7,3,8
I,9,1,2,1,3,1,7,7,1,7,7,6,8,0,8,2,8
J,10,3,5,5,4,2,8,6,3,7,15,5,10,1,6,1,7
T,20,5,7,6,5,4,7,9,1,9,10,9,5,0,9,3,5
J,10,3,6,4,4,1,8,6,5,6,15,7,12,1,6,1,7
L,12,3,11,5,8,4,3,5,2,8,3,1,9,0,7,1,6
F,6,7,10,6,5,4,8,9,3,4,11,6,5,3,9,6,7
Z,26,2,4,5,3,2,8,7,2,9,12,6,8,1,8,5,8
E,5,3,7,5,5,3,8,7,2,9,11,5,8,2,8,5,9
V,22,9,14,8,8,5,6,9,4,4,8,8,5,5,13,3,7
E,5,4,11,6,8,5,10,6,2,7,11,4,9,3,7,6,12
X,24,6,8,8,7,8,8,8,2,5,8,6,8,4,8,8,8
D,4,3,5,4,4,3,7,7,7,7,6,6,5,2,8,3,7
K,11,7,9,10,6,7,9,7,1,6,10,3,8,6,7,5,10
B,2,2,5,4,4,3,9,7,2,6,11,5,7,4,7,5,9
K,11,4,8,6,6,6,6,8,5,4,7,5,8,4,6,9,9
I,9,5,12,5,6,3,9,8,2,5,12,4,5,2,10,5,11
L,12,6,10,8,8,9,6,7,3,6,7,7,11,6,12,6,7
X,24,5,5,6,8,2,7,7,5,4,7,6,8,3,8,4,8
